,city,area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa,rent_amount,property_tax,fire_insurance,total
4623,1,110,3,2,1,3,not acept,not furnished,"1,100","3,149",92,40,"4,381"
4624,1,75,2,2,2,6,acept,not furnished,700,"1,198",227,16,"2,141"
4625,1,220,3,2,2,10,acept,not furnished,"2,330","8,700",750,111,"11,890"
4626,0,46,2,1,1,5,acept,not furnished,380,850,18,11,"1,259"
4627,0,210,3,3,3,7,acept,not furnished,"1,900","2,300",459,30,"4,689"
4628,1,47,2,1,1,4,not acept,not furnished,580,"1,100",0,14,"1,694"
4629,1,120,3,2,1,7,acept,furnished,"1,400","3,280",125,42,"4,847"
4630,1,60,2,1,1,1,acept,not furnished,0,"1,100",0,14,"1,114"
4631,1,42,1,1,1,12,not acept,furnished,712,"3,300",22,42,"4,076"
4632,1,75,3,2,1,10,acept,not furnished,"1,000","3,900",0,50,"4,950"
4633,1,160,3,2,1,6,acept,not furnished,"1,500","4,300",500,55,"6,355"
4634,1,400,4,7,4,-,acept,furnished,0,"12,000",667,181,"12,850"
4635,1,37,1,1,0,1,not acept,not furnished,358,850,0,11,"1,219"
4636,1,59,2,2,2,7,acept,furnished,"1,342","3,300",231,42,"4,915"
4637,0,113,3,3,2,4,acept,not furnished,"1,000","3,804",0,49,"4,853"
4638,1,120,2,2,1,12,acept,not furnished,"1,077","6,500",40,83,"7,700"
4639,1,92,3,2,0,5,acept,not furnished,954,"3,300",160,42,"4,456"
4640,1,93,3,2,2,16,acept,not furnished,979,"2,600",237,33,"3,849"
4641,1,42,2,1,1,9,acept,not furnished,340,"1,350",0,18,"1,708"
4642,1,236,4,5,4,1,not acept,furnished,"3,950","15,000",142,191,"19,280"
4643,1,160,3,2,0,-,acept,not furnished,0,"3,800",227,58,"4,085"
4644,1,450,4,5,8,-,acept,not furnished,0,"10,120",618,153,"10,890"
4645,1,750,4,4,6,-,acept,not furnished,0,"15,000","2,084",226,"17,310"
4646,0,68,3,2,2,9,acept,furnished,550,"2,700",76,35,"3,361"
4647,1,53,2,1,1,11,acept,furnished,270,"5,500",119,70,"5,959"
4648,1,160,2,3,0,-,acept,not furnished,Incluso,"4,300",124,65,"4,489"
4649,1,49,2,1,1,6,acept,furnished,400,"1,800",0,23,"2,223"
4650,0,115,3,2,2,4,acept,not furnished,570,"1,948",109,25,"2,652"
4651,1,59,2,1,1,6,acept,not furnished,600,"1,600",0,21,"2,221"
4652,1,60,2,2,2,7,acept,not furnished,894,"1,100",210,14,"2,218"
4653,1,58,1,2,1,19,acept,not furnished,652,"4,715",Incluso,34,"5,401"
4654,1,35,1,1,0,-,acept,not furnished,0,"1,100",30,14,"1,144"
4655,1,160,2,3,2,12,acept,furnished,"1,500","4,210",225,54,"5,989"
4656,0,60,3,2,1,5,acept,not furnished,366,"1,200",0,16,"1,582"
4657,1,233,4,2,3,4,acept,furnished,"2,200","7,287",417,93,"9,997"
4658,0,58,1,1,1,3,acept,not furnished,530,"1,200",0,16,"1,746"
4659,1,100,3,2,1,-,acept,not furnished,555,"1,469",10,19,"2,053"
4660,1,238,4,3,4,24,acept,not furnished,"2,980","10,200","1,816",130,"15,130"
4661,1,18,1,1,1,10,not acept,furnished,470,"1,800",0,23,"2,293"
4662,1,96,2,1,0,9,acept,furnished,940,"4,387",3,56,"5,386"
4663,1,49,2,1,1,14,acept,not furnished,420,"1,800",0,23,"2,243"
4664,1,50,1,1,0,1,acept,furnished,0,"1,550",0,24,"1,574"
4665,1,45,1,1,0,-,not acept,not furnished,0,"1,060",0,16,"1,076"
4666,0,160,3,2,2,12,acept,not furnished,"1,026","1,650",243,21,"2,940"
4667,1,80,2,2,2,14,acept,not furnished,"1,200","4,200",300,54,"5,754"
4668,1,133,4,3,4,18,acept,furnished,"2,225","2,900",400,37,"5,562"
4669,1,30,1,1,0,4,acept,not furnished,415,"1,750",30,23,"2,218"
4670,1,137,2,3,2,1,acept,not furnished,"2,800","14,000",542,178,"17,520"
4671,1,194,3,4,3,-,acept,not furnished,0,"4,000",70,61,"4,131"
4672,1,50,2,1,1,2,acept,not furnished,400,"1,600",0,21,"2,021"
4673,1,84,1,2,1,14,acept,not furnished,"1,200","3,353",0,25,"4,578"
4674,0,45,1,1,0,7,not acept,not furnished,506,500,24,7,"1,037"
4675,1,301,4,5,4,3,acept,furnished,"4,265","12,500","1,600",159,"18,520"
4676,1,250,3,4,2,5,acept,furnished,"2,600","8,000",500,102,"11,200"
4677,1,136,3,2,3,12,acept,furnished,"1,400","2,500",325,32,"4,257"
4678,1,73,2,2,1,10,acept,not furnished,884,"4,800",139,61,"5,884"
4679,1,60,1,2,0,-,not acept,not furnished,Incluso,"1,600",23,25,"1,648"
4680,1,110,2,3,2,12,not acept,furnished,"2,000","11,500",502,146,"14,150"
4681,1,50,2,1,2,5,not acept,furnished,600,"2,313",250,30,"3,193"
4682,1,100,2,1,1,1,acept,not furnished,834,"2,466",Incluso,24,"3,444"
4683,1,70,2,2,2,7,not acept,furnished,"1,726","3,950",341,51,"6,068"
4684,1,82,2,2,1,2,acept,furnished,750,"3,100",51,40,"3,941"
4685,1,76,3,3,2,1,acept,not furnished,900,"2,662",284,34,"3,880"
4686,1,150,3,1,1,9,acept,not furnished,"1,172","4,800",294,61,"6,327"
4687,1,303,3,4,4,1,acept,furnished,"4,540","18,000",0,229,"22,770"
4688,1,55,2,1,0,10,acept,not furnished,490,"1,380",80,18,"1,968"
4689,1,70,2,1,0,5,acept,not furnished,285,"2,197",0,28,"2,510"
4690,0,45,1,2,1,2,acept,furnished,790,"1,452",84,19,"2,345"
4691,1,50,2,1,1,6,acept,furnished,648,"3,900",58,50,"4,656"
4692,1,62,2,1,1,1,acept,not furnished,560,"1,550",17,20,"2,147"
4693,1,177,4,5,4,5,acept,not furnished,"1,500","9,200",959,117,"11,780"
4694,1,50,1,1,1,21,acept,furnished,765,"2,700",105,35,"3,605"
4695,1,50,1,1,1,22,not acept,furnished,739,"3,540",0,14,"4,293"
4696,0,90,3,2,1,1,acept,not furnished,850,"1,500",100,20,"2,470"
4697,1,130,3,2,2,4,acept,furnished,800,"3,500",0,45,"4,345"
4698,0,54,1,1,1,5,acept,not furnished,750,773,67,10,"1,600"
4699,1,30,1,1,0,-,not acept,not furnished,Sem info,850,67,13,930
4700,1,194,3,4,4,5,acept,not furnished,"2,600","12,000","1,667",153,"16,420"
4701,0,68,2,1,1,3,acept,not furnished,482,831,0,11,"1,324"
4702,1,58,3,2,1,11,acept,not furnished,320,"1,700",105,22,"2,147"
4703,1,16,1,1,0,-,not acept,not furnished,0,"1,420",0,18,"1,438"
4704,0,74,3,2,2,11,acept,furnished,477,"1,600",0,21,"2,098"
4705,1,347,4,7,6,-,acept,not furnished,0,"8,900","1,000",134,"10,030"
4706,1,180,3,3,2,3,acept,not furnished,"1,794","5,800",487,74,"8,155"
4707,1,20,1,1,1,3,not acept,furnished,"1,700","1,360",0,18,"3,078"
4708,1,130,2,1,1,1,acept,not furnished,0,"2,200",180,28,"2,408"
4709,1,100,3,1,1,2,acept,not furnished,"1,350","3,000",92,39,"4,481"
4710,0,50,1,1,0,1,not acept,not furnished,298,850,15,11,"1,174"
4711,1,340,4,4,4,15,acept,furnished,"2,500","8,700",0,111,"11,310"
4712,1,135,2,2,1,8,acept,furnished,"1,063","3,250",159,42,"4,514"
4713,1,130,3,4,2,8,acept,furnished,"1,300","5,500",0,70,"6,870"
4714,0,58,2,2,2,15,acept,not furnished,400,"2,200",100,28,"2,728"
4715,1,84,3,1,1,17,acept,not furnished,710,"2,300","3,000",30,"6,040"
4716,1,120,3,4,2,1,acept,not furnished,"1,500","3,000",670,39,"5,209"
4717,1,180,3,2,3,-,acept,not furnished,0,"3,500",497,53,"4,050"
4718,0,650,4,7,5,-,acept,not furnished,0,"8,000",334,121,"8,455"
4719,1,320,4,5,4,-,acept,not furnished,300,"6,500",417,98,"7,315"
4720,1,65,2,1,0,1,acept,furnished,286,"4,200",17,54,"4,557"
4721,1,130,3,2,2,5,acept,not furnished,"1,400","5,000",584,64,"7,048"
4722,1,72,3,2,2,3,not acept,not furnished,686,"1,600",18,21,"2,325"
4723,1,150,3,3,4,10,acept,furnished,"2,225","7,400",500,94,"10,220"
4724,0,70,2,1,1,3,acept,not furnished,500,"1,275",74,17,"1,866"
4725,1,345,3,3,5,2,acept,not furnished,"3,000","12,750",834,162,"16,750"
4726,1,20,1,1,0,1,acept,furnished,602,"1,800",130,23,"2,555"
4727,0,103,3,2,2,2,acept,not furnished,"1,500","1,360",292,18,"3,170"
4728,0,90,2,2,4,-,acept,not furnished,0,"2,400",230,37,"2,667"
4729,1,185,3,2,2,29,acept,not furnished,"2,050","14,000",540,178,"16,770"
4730,0,47,1,1,1,9,acept,not furnished,470,650,43,9,"1,172"
4731,1,42,1,1,0,3,acept,not furnished,130,"1,450",34,19,"1,633"
4732,1,42,1,1,1,11,not acept,not furnished,"1,500","2,153",0,8,"3,661"
4733,1,25,1,1,0,1,not acept,not furnished,0,"1,000",84,13,"1,097"
4734,0,55,1,1,1,20,acept,not furnished,570,"1,900",0,25,"2,495"
4735,1,900,3,5,8,-,acept,not furnished,0,"8,000","2,250",121,"10,370"
4736,1,240,3,3,4,22,acept,not furnished,"3,538","12,000","1,975",153,"17,670"
4737,1,128,2,1,1,9,acept,furnished,"1,200","8,500",9,108,"9,817"
4738,1,120,2,1,1,-,not acept,not furnished,0,"3,000",280,46,"3,326"
4739,1,54,1,1,1,7,acept,not furnished,600,"3,600",149,46,"4,395"
4740,1,30,1,1,0,-,not acept,not furnished,0,765,59,12,836
4741,1,120,2,2,2,11,acept,not furnished,"2,200","4,000",500,51,"6,751"
4742,1,296,4,5,2,-,acept,not furnished,0,"8,500","1,000",128,"9,628"
4743,0,230,3,4,4,5,acept,furnished,"1,800","10,000",715,127,"12,640"
4744,1,50,2,1,0,12,not acept,not furnished,Incluso,"3,029",0,39,"3,068"
4745,1,95,3,2,0,-,acept,not furnished,0,"2,300",125,35,"2,460"
4746,1,146,3,4,2,21,acept,furnished,"1,200","9,000",417,115,"10,730"
4747,0,73,2,1,1,4,acept,not furnished,400,655,31,9,"1,095"
4748,1,30,1,1,0,6,not acept,not furnished,253,"1,250",30,16,"1,549"
4749,1,35,1,1,1,11,acept,not furnished,470,"2,500",22,32,"3,024"
4750,1,22,1,1,0,-,acept,not furnished,Sem info,976,0,15,991
4751,1,386,4,6,3,21,acept,not furnished,"3,890","12,750","1,980",162,"18,780"
4752,1,442,5,6,6,-,acept,not furnished,Incluso,"7,500","1,301",113,"8,914"
4753,0,30,1,1,0,5,acept,not furnished,279,590,12,8,889
4754,1,68,1,2,1,4,not acept,not furnished,799,"2,000",217,26,"3,042"
4755,1,53,1,1,1,12,acept,furnished,450,"3,200",200,41,"3,891"
4756,1,18,1,1,0,-,acept,not furnished,0,"1,720",0,22,"1,742"
4757,1,321,3,5,2,-,acept,furnished,0,"8,268","1,072",125,"9,465"
4758,0,70,3,1,1,2,acept,not furnished,710,750,76,10,"1,546"
4759,1,400,10,9,8,-,acept,not furnished,0,"8,330",550,126,"9,006"
4760,1,392,4,4,4,-,acept,not furnished,0,"10,000","1,250",151,"11,400"
4761,1,70,2,1,1,1,acept,not furnished,280,"1,000",138,13,"1,431"
4762,1,230,4,4,3,5,not acept,not furnished,"2,564","2,500",934,32,"6,030"
4763,1,138,2,2,1,11,acept,furnished,"1,000","7,000",89,89,"8,178"
4764,1,250,2,1,0,-,acept,not furnished,Sem info,"1,500",9,23,"1,532"
4765,1,45,2,2,0,-,not acept,not furnished,0,"1,650",84,25,"1,759"
4766,1,250,4,3,0,-,acept,not furnished,0,"2,000",667,31,"2,698"
4767,1,80,2,1,1,6,acept,not furnished,654,"2,300",94,30,"3,078"
4768,1,398,4,5,4,-,acept,not furnished,"2,400","15,000","1,084",226,"18,710"
4769,1,200,3,4,5,-,acept,not furnished,0,"3,500",242,53,"3,795"
4770,1,136,3,3,1,9,acept,not furnished,"1,530","7,500",290,96,"9,416"
4771,1,46,1,1,0,2,acept,not furnished,553,"1,437",58,19,"2,067"
4772,1,309,4,5,3,-,acept,not furnished,0,"12,000",734,181,"12,920"
4773,1,54,1,1,1,1,not acept,furnished,"1,050","7,200",250,92,"8,592"
4774,1,220,4,5,3,14,acept,furnished,"2,050","12,000",750,153,"14,950"
4775,1,161,1,2,2,10,not acept,not furnished,"2,162","7,000",54,89,"9,305"
4776,1,58,2,1,1,1,acept,not furnished,430,"1,540",0,20,"1,990"
4777,1,83,3,1,1,3,acept,not furnished,180,"2,500",0,32,"2,712"
4778,1,33,1,1,1,5,acept,not furnished,842,"2,000",95,26,"2,963"
4779,1,170,3,4,2,3,not acept,not furnished,"1,450","4,400",38,56,"5,944"
4780,1,135,3,2,1,21,acept,furnished,950,"7,500",77,96,"8,623"
4781,1,50,2,1,2,1,not acept,not furnished,850,"1,900",42,25,"2,817"
4782,1,94,2,3,2,18,not acept,not furnished,"1,600","4,400",325,56,"6,381"
4783,1,25,1,1,0,1,not acept,not furnished,0,"1,200",35,16,"1,251"
4784,1,100,2,3,2,20,not acept,furnished,"1,080","10,000",138,127,"11,350"
4785,1,157,3,5,3,12,acept,not furnished,"1,670","11,500",583,146,"13,900"
4786,1,100,3,2,2,-,acept,not furnished,0,"5,500",500,83,"6,083"
4787,1,120,3,1,0,2,acept,not furnished,200,"2,100",167,27,"2,494"
4788,1,45,1,1,2,8,acept,not furnished,695,"1,800",170,23,"2,688"
4789,1,64,2,2,1,9,acept,furnished,830,"3,166",0,13,"4,009"
4790,1,265,4,6,3,6,not acept,not furnished,"2,400","2,500","1,284",32,"6,216"
4791,1,20,1,1,0,6,acept,furnished,602,"1,800",130,23,"2,555"
4792,1,50,2,2,0,-,not acept,not furnished,0,"1,100",80,17,"1,197"
4793,1,70,3,2,1,14,acept,not furnished,570,"3,000",171,39,"3,780"
4794,1,273,4,4,2,4,not acept,not furnished,"2,306","9,000",417,115,"11,840"
4795,1,250,3,3,4,-,acept,furnished,250,"6,500",309,98,"7,157"
4796,1,100,1,1,0,-,acept,not furnished,Incluso,"2,150",267,33,"2,450"
4797,1,90,2,1,0,2,acept,not furnished,622,"2,150",212,28,"3,012"
4798,1,256,3,3,2,-,not acept,not furnished,0,"5,600","2,417",85,"8,102"
4799,1,92,2,1,1,2,acept,not furnished,425,"1,536",72,20,"2,053"
4800,1,124,3,3,2,-,acept,not furnished,0,"4,000",92,61,"4,153"
4801,1,218,3,3,3,9,acept,furnished,"1,850","15,000",809,191,"17,850"
4802,1,57,2,2,1,8,acept,not furnished,465,"1,300",10,17,"1,792"
4803,0,650,4,4,8,-,acept,not furnished,0,"7,500",200,113,"7,813"
4804,1,220,3,4,2,-,not acept,not furnished,0,"3,500",276,53,"3,829"
4805,0,55,1,2,1,4,not acept,not furnished,744,954,74,13,"1,785"
4806,1,55,2,2,1,21,acept,not furnished,480,"2,000",9,26,"2,515"
4807,1,58,2,1,1,19,not acept,furnished,550,"3,400",65,44,"4,059"
4808,1,42,1,1,1,13,acept,furnished,"1,750",860,180,11,"2,801"
4809,1,202,3,4,3,8,acept,furnished,"2,500","12,000",834,153,"15,490"
4810,1,130,2,2,0,-,acept,not furnished,0,"2,700",100,41,"2,841"
4811,1,52,1,1,1,11,acept,not furnished,730,"2,500",38,32,"3,300"
4812,1,75,2,2,0,2,acept,not furnished,570,"1,450",0,19,"2,039"
4813,1,420,4,6,4,10,acept,not furnished,"5,700","12,000","3,167",153,"21,020"
4814,1,277,3,4,0,-,not acept,not furnished,"2,580","7,200",0,109,"9,889"
4815,1,100,1,1,1,16,acept,furnished,"1,120","3,900",75,50,"5,145"
4816,0,420,5,7,3,-,acept,furnished,"1,237","8,500",816,128,"10,680"
4817,1,207,3,5,4,6,acept,not furnished,"2,400","12,000",934,153,"15,490"
4818,1,25,1,1,0,23,acept,not furnished,432,"2,200",45,28,"2,705"
4819,1,100,3,2,1,3,acept,not furnished,"1,020","1,880",0,24,"2,924"
4820,1,108,2,2,1,8,acept,furnished,"1,081","5,300",334,68,"6,783"
4821,1,55,1,1,1,5,not acept,furnished,"1,100","2,144",Incluso,22,"3,500"
4822,1,40,1,1,0,-,not acept,not furnished,0,780,17,12,809
4823,1,46,1,1,1,3,not acept,not furnished,850,"1,900",117,25,"2,892"
4824,1,138,3,3,2,5,acept,furnished,"1,112","5,800",475,74,"7,461"
4825,1,50,2,3,0,-,not acept,not furnished,0,"1,740",84,27,"1,851"
4826,0,54,1,1,1,9,acept,not furnished,758,"1,148",84,15,"2,005"
4827,1,22,1,1,0,-,not acept,not furnished,0,976,0,15,991
4828,1,62,3,1,1,1,acept,not furnished,750,"1,300",0,26,"2,076"
4829,1,380,4,3,2,12,not acept,furnished,"5,500","15,000","1,000",191,"21,690"
4830,1,80,2,1,1,2,not acept,furnished,"1,036","7,450",98,95,"8,679"
4831,1,70,2,1,1,2,acept,not furnished,"1,100","1,950",0,25,"3,075"
4832,1,214,5,5,4,9,not acept,furnished,"2,000","5,550",667,71,"8,288"
4833,1,193,3,3,3,1,not acept,not furnished,"3,100","7,500",834,96,"11,530"
4834,1,50,2,2,0,6,acept,not furnished,750,"3,000",118,39,"3,907"
4835,1,305,3,4,4,12,acept,not furnished,"3,441","8,925","2,364",114,"14,840"
4836,1,110,2,2,1,1,acept,not furnished,700,"3,000",122,39,"3,861"
4837,1,63,2,2,1,13,acept,not furnished,600,"2,620",97,11,"3,328"
4838,1,202,4,4,3,13,acept,not furnished,"2,200","6,000","1,000",77,"9,277"
4839,1,70,4,3,0,-,acept,not furnished,0,"3,500",270,53,"3,823"
4840,0,110,3,3,2,-,acept,not furnished,560,"3,200",88,49,"3,897"
4841,1,80,1,1,0,11,acept,furnished,427,"1,900",0,25,"2,352"
4842,1,58,2,2,1,6,not acept,not furnished,520,"2,055",0,7,"2,582"
4843,1,149,3,3,2,12,not acept,not furnished,"2,000","5,400",0,69,"7,469"
4844,1,50,2,1,0,-,acept,not furnished,0,"1,200",42,19,"1,261"
4845,1,200,4,3,2,8,acept,not furnished,"2,744","4,100","1,615",52,"8,511"
4846,1,200,3,3,4,-,acept,not furnished,0,"7,000",425,106,"7,531"
4847,0,660,5,7,4,17,acept,not furnished,"5,381","10,000","1,100",127,"16,610"
4848,1,100,3,2,1,-,acept,not furnished,0,"3,300",500,50,"3,850"
4849,1,91,1,2,2,11,acept,furnished,"2,076","13,000",334,165,"15,580"
4850,1,113,2,2,1,4,acept,not furnished,"1,000","3,000",50,39,"4,089"
4851,0,48,2,1,1,-,acept,not furnished,250,"1,200",40,16,"1,506"
4852,1,140,3,3,2,10,acept,not furnished,"2,000","5,100",167,65,"7,332"
4853,0,155,3,3,2,-,acept,not furnished,960,"5,500",15,83,"6,558"
4854,1,280,4,6,5,28,acept,not furnished,"1,800","11,500","1,417",146,"14,860"
4855,1,55,1,1,0,-,acept,not furnished,0,"1,100",75,17,"1,192"
4856,1,360,4,5,4,8,acept,not furnished,"3,500","1,700","1,417",22,"6,639"
4857,0,60,1,1,1,-,acept,not furnished,0,950,75,15,"1,040"
4858,1,32,1,1,0,5,acept,not furnished,400,"2,001",0,26,"2,427"
4859,1,79,3,3,2,15,acept,furnished,"3,255","7,500",616,96,"11,470"
4860,1,300,4,6,4,14,acept,not furnished,"2,000","8,000",625,102,"10,730"
4861,1,50,2,2,1,14,acept,furnished,520,"1,550",100,20,"2,190"
4862,1,78,3,2,2,-,acept,not furnished,250,"2,000",292,31,"2,573"
4863,1,80,3,1,0,-,acept,not furnished,Sem info,"6,000",0,91,"6,091"
4864,1,50,1,1,1,-,not acept,not furnished,Incluso,"1,600",80,25,"1,705"
4865,1,110,2,2,2,-,not acept,not furnished,0,"2,530",174,39,"2,743"
4866,1,280,4,3,6,-,acept,furnished,0,"12,500",706,188,"13,390"
4867,1,64,2,1,1,8,acept,not furnished,400,"1,500",101,20,"2,021"
4868,0,37,1,1,0,4,not acept,furnished,382,742,0,10,"1,134"
4869,1,30,1,1,1,7,not acept,furnished,650,"2,000",100,26,"2,776"
4870,1,50,1,1,1,11,acept,not furnished,725,"2,200",130,28,"3,083"
4871,1,215,3,2,0,4,not acept,not furnished,"1,054","4,000",229,51,"5,334"
4872,1,80,3,2,1,10,acept,not furnished,790,"1,900",164,25,"2,879"
4873,0,320,3,3,2,9,acept,furnished,"2,000","8,500",340,108,"10,950"
4874,1,336,3,5,3,-,acept,furnished,299,"6,000",208,91,"6,598"
4875,1,125,3,4,5,-,acept,not furnished,0,"10,000",666,151,"10,820"
4876,1,106,1,1,2,10,acept,furnished,"1,749","13,950",479,177,"16,360"
4877,1,40,1,1,1,9,not acept,not furnished,440,"2,800",100,36,"3,376"
4878,1,80,1,2,0,6,not acept,not furnished,"1,174","3,900",135,50,"5,259"
4879,1,120,4,3,3,8,acept,not furnished,"1,680","3,710",622,48,"6,060"
4880,1,23,1,1,0,23,acept,not furnished,399,"2,100",42,27,"2,568"
4881,1,60,2,1,0,-,acept,not furnished,0,"1,100",0,17,"1,117"
4882,1,45,2,1,1,2,not acept,not furnished,375,"1,756",Incluso,13,"2,166"
4883,1,110,1,1,1,-,acept,not furnished,Sem info,"1,300",250,20,"1,570"
4884,1,42,1,1,1,11,acept,not furnished,344,"2,308",0,8,"2,660"
4885,1,120,4,2,3,6,acept,furnished,950,"2,960",459,38,"4,407"
4886,1,78,1,2,2,1,not acept,furnished,680,"4,200",118,54,"5,052"
4887,1,127,3,3,2,1,acept,not furnished,804,"3,800",257,49,"4,910"
4888,1,63,2,2,2,4,not acept,not furnished,600,"4,080",167,52,"4,899"
4889,1,60,1,1,1,-,acept,not furnished,0,"1,250",0,19,"1,269"
4890,0,76,2,1,0,3,acept,not furnished,300,700,100,9,"1,109"
4891,1,126,3,2,2,1,acept,not furnished,"1,000","4,000",313,51,"5,364"
4892,1,169,4,2,3,-,acept,not furnished,220,"3,900",334,59,"4,513"
4893,1,38,1,1,0,10,acept,not furnished,300,"1,712",0,7,"2,019"
4894,1,45,1,1,0,2,not acept,not furnished,150,730,0,10,890
4895,1,160,3,1,1,-,acept,not furnished,0,"3,000",298,46,"3,344"
4896,1,160,3,4,3,-,acept,furnished,0,"9,350",0,141,"9,491"
4897,0,84,2,1,1,7,acept,not furnished,590,"1,100",104,14,"1,808"
4898,1,64,2,1,2,3,acept,not furnished,480,"1,850",39,24,"2,393"
4899,0,62,2,1,1,-,acept,not furnished,370,"1,100",12,14,"1,496"
4900,1,46,2,1,1,1,acept,not furnished,240,"1,500",0,20,"1,760"
4901,1,140,3,3,3,4,acept,not furnished,"2,100","5,000","1,149",64,"8,313"
4902,1,175,3,5,3,15,acept,not furnished,"2,312","7,650","1,308",97,"11,370"
4903,1,70,3,1,1,8,acept,not furnished,523,"1,100",0,14,"1,637"
4904,1,315,3,5,2,14,not acept,not furnished,"4,300","20,000",959,254,"25,510"
4905,1,52,1,1,1,7,acept,furnished,"1,500","3,000",292,39,"4,831"
4906,0,120,4,2,5,-,acept,not furnished,0,"4,200",0,64,"4,264"
4907,1,72,2,2,1,2,acept,not furnished,570,"2,174",75,28,"2,847"
4908,1,140,2,2,2,11,not acept,furnished,"2,200","10,000",804,127,"13,130"
4909,1,55,1,1,1,10,acept,furnished,570,"1,800",0,7,"2,377"
4910,1,140,3,2,1,5,acept,furnished,"1,436","4,800",234,61,"6,531"
4911,0,75,3,2,1,3,not acept,not furnished,550,"2,125",67,27,"2,769"
4912,1,233,3,4,4,15,not acept,furnished,"3,780","4,300","2,567",55,"10,700"
4913,1,112,3,3,2,8,not acept,not furnished,"1,222","3,500",486,45,"5,253"
4914,1,83,2,1,1,2,acept,furnished,481,"2,600",118,33,"3,232"
4915,1,60,1,1,1,10,acept,not furnished,786,"2,000",109,26,"2,921"
4916,1,30,1,1,1,14,acept,furnished,350,"2,389",83,31,"2,853"
4917,1,50,2,1,1,12,acept,not furnished,340,"1,490",0,19,"1,849"
4918,1,46,1,1,0,14,not acept,furnished,"1,200","4,300",292,31,"5,823"
4919,1,42,1,1,1,6,not acept,furnished,"1,100","2,649",0,8,"3,757"
4920,0,52,2,1,1,1,acept,not furnished,245,650,0,9,904
4921,1,380,4,4,6,-,acept,not furnished,0,"6,000",417,91,"6,508"
4922,0,160,3,2,0,-,acept,not furnished,0,"1,650",117,25,"1,792"
4923,1,90,2,1,0,4,not acept,not furnished,762,"2,500",54,32,"3,348"
4924,1,30,1,1,1,5,acept,furnished,350,"3,300",0,42,"3,692"
4925,1,219,4,4,3,21,acept,furnished,"2,100","6,500",890,83,"9,573"
4926,1,120,2,2,2,22,not acept,furnished,"1,400","3,500",375,45,"5,320"
4927,1,70,2,2,1,7,acept,not furnished,569,"1,900",25,25,"2,519"
4928,1,120,4,3,3,16,acept,not furnished,"1,420","6,160",390,79,"8,049"
4929,1,92,2,2,1,5,acept,furnished,"1,350","4,500",160,58,"6,068"
4930,1,40,1,1,1,20,not acept,not furnished,255,"2,208",76,9,"2,548"
4931,1,58,2,1,1,6,acept,not furnished,770,"1,800",75,23,"2,668"
4932,1,35,1,1,1,7,acept,furnished,949,"3,900",0,50,"4,899"
4933,0,85,1,1,1,8,acept,not furnished,564,912,0,5,"1,481"
4934,1,170,3,3,2,-,acept,not furnished,0,"5,000",242,76,"5,318"
4935,1,96,3,1,1,8,not acept,furnished,"1,181","2,535",247,33,"3,996"
4936,1,42,1,1,1,27,acept,not furnished,560,"5,300",100,68,"6,028"
4937,1,280,3,4,4,18,acept,not furnished,"2,202","3,600",854,46,"6,702"
4938,1,44,1,1,1,6,not acept,not furnished,308,"3,300",149,42,"3,799"
4939,1,120,3,2,2,12,acept,furnished,980,"4,000",231,51,"5,262"
4940,1,180,2,3,2,9,acept,not furnished,"2,000","5,900",604,75,"8,579"
4941,1,400,5,4,2,12,acept,not furnished,"2,675","2,500",832,32,"6,039"
4942,1,22,1,1,0,26,acept,not furnished,295,"2,000",44,26,"2,365"
4943,1,67,2,1,1,6,acept,not furnished,313,"1,200",167,16,"1,696"
4944,1,75,3,2,2,14,acept,not furnished,658,"2,500",87,32,"3,277"
4945,1,132,3,5,2,13,not acept,furnished,"1,630","10,990",291,140,"13,050"
4946,1,62,2,1,1,15,not acept,furnished,490,"1,900",0,15,"2,405"
4947,1,122,3,3,2,4,not acept,not furnished,"1,412","4,600",563,59,"6,634"
4948,1,168,3,2,2,1,acept,not furnished,"1,634","5,500",411,70,"7,615"
4949,1,80,2,2,1,-,not acept,not furnished,0,"1,500",184,23,"1,707"
4950,1,27,1,1,0,19,acept,furnished,300,"1,800",0,23,"2,123"
4951,1,50,1,1,0,-,not acept,not furnished,Sem info,"1,200",0,19,"1,219"
4952,0,190,2,2,0,8,not acept,not furnished,"1,100","1,300",200,17,"2,617"
4953,1,22,1,1,0,7,acept,not furnished,200,"1,650",0,21,"1,871"
4954,0,70,1,1,1,2,acept,furnished,460,"2,350",6,30,"2,846"
4955,1,60,1,1,0,-,acept,not furnished,0,"2,000",0,31,"2,031"
4956,1,47,2,1,1,15,acept,furnished,500,"1,700",0,22,"2,222"
4957,1,158,3,2,1,10,not acept,furnished,"1,310","7,150",406,91,"8,957"
4958,1,80,2,1,1,5,not acept,not furnished,660,"2,900",0,37,"3,597"
4959,1,245,4,3,4,8,acept,not furnished,"3,450","6,000","1,667",77,"11,190"
4960,1,91,2,2,0,1,acept,furnished,900,"2,500",0,32,"3,432"
4961,1,155,2,1,1,2,acept,not furnished,"1,700","4,500",510,58,"6,768"
4962,1,140,3,3,5,8,not acept,furnished,"2,000","8,000",710,102,"10,810"
4963,1,97,2,1,2,19,not acept,not furnished,800,"3,500",221,45,"4,566"
4964,1,70,1,1,0,-,not acept,not furnished,0,900,0,14,914
